year,competition,location,event_label,boat_class,gender,distance_m,rank,athlete,country,time_raw,time_seconds,pct_gap_winner,pct_gap_K1H_ref
2019,WCh,"Szeged, HUN",C2 men 200 m,C2,H,200,7,Ivic Petar,CRO,00:00:37.841,37.841,4.922,8.542
2019,WCh,"Szeged, HUN",C2 men 200 m,C2,H,200,8,KORISÃNSZKY DÃ¡vid,HUN,00:00:38.216,38.216,5.961,9.618
2019,WCh,"Szeged, HUN",C2 men 200 m,C2,H,200,8,Mike Robert,HUN,00:00:38.216,38.216,5.961,9.618
2019,WCh,"Szeged, HUN",C2 men 200 m,C2,H,200,9,Xu Jiabin,CHN,00:00:38.406,38.406,6.488,10.163
2019,WCh,"Szeged, HUN",C2 men 200 m,C2,H,200,9,Wang Longkui,CHN,00:00:38.406,38.406,6.488,10.163
2019,WCh,"Szeged, HUN",C2 women 200 m,C2,F,200,1,Lin Wenjun,CHN,00:00:44.692,44.692,0.0,28.193
2019,WCh,"Szeged, HUN",C2 women 200 m,C2,F,200,1,ZHANG Luqi,CHN,00:00:44.692,44.692,0.0,28.193
2019,WCh,"Szeged, HUN",C2 women 200 m,C2,F,200,2,BALLA Virag,HUN,00:00:45.162,45.162,1.052,29.541
2019,WCh,"Szeged, HUN",C2 women 200 m,C2,F,200,2,Takacs Kincso,HUN,00:00:45.162,45.162,1.052,29.541
2019,WCh,"Szeged, HUN",C2 women 200 m,C2,F,200,3,RAKHMATOVA Dilnoza,UZB,00:00:46.602,46.602,4.274,33.672
2019,WCh,"Szeged, HUN",C2 women 200 m,C2,F,200,3,Zokirova Nilufar,UZB,00:00:46.602,46.602,4.274,33.672
2019,WCh,"Szeged, HUN",C2 women 200 m,C2,F,200,4,MAKARCHANKA Nadzeya,BLR,00:00:46.812,46.812,4.744,34.274
2019,WCh,"Szeged, HUN",C2 women 200 m,C2,F,200,4,KLIMAVA Volha,BLR,00:00:46.812,46.812,4.744,34.274
2019,WCh,"Szeged, HUN",C2 women 200 m,C2,F,200,5,KURACH Kseniia,RUS,00:00:47.772,47.772,6.892,37.028
2019,WCh,"Szeged, HUN",C2 women 200 m,C2,F,200,5,Kharchenko Daria,RUS,00:00:47.772,47.772,6.892,37.028
2019,WCh,"Szeged, HUN",C2 women 200 m,C2,F,200,6,LUZAN Liudmyla,UKR,00:00:47.857,47.857,7.082,37.272
2019,WCh,"Szeged, HUN",C2 women 200 m,C2,F,200,6,CHETVERIKOVA Anastasiia,UKR,00:00:47.857,47.857,7.082,37.272
2019,WCh,"Szeged, HUN",C2 women 200 m,C2,F,200,7,Daza Ochoa Ana Leydy,COL,00:00:48.522,48.522,8.57,39.179
2019,WCh,"Szeged, HUN",C2 women 200 m,C2,F,200,7,Gomez Sanchez Manuela,COL,00:00:48.522,48.522,8.57,39.179
2019,WCh,"Szeged, HUN",C2 women 200 m,C2,F,200,8,COCIU Daniela,MDA,00:00:48.552,48.552,8.637,39.265
2019,WCh,"Szeged, HUN",C2 women 200 m,C2,F,200,8,OLARASU Maria,MDA,00:00:48.552,48.552,8.637,39.265
2019,WCh,"Szeged, HUN",C2 women 200 m,C2,F,200,9,Nurmeni Nurmeni,INA,00:00:49.972,49.972,11.814,43.338
2019,WCh,"Szeged, HUN",C2 women 200 m,C2,F,200,9,Dayumin Dayumin,INA,00:00:49.972,49.972,11.814,43.338
2019,WCh,"Szeged, HUN",C2 men 500 m,C2,H,500,1,Xing Song,CHN,00:01:37.330,97.33,0.0,2.403
2019,WCh,"Szeged, HUN",C2 men 500 m,C2,H,500,1,Li Qiang,CHN,00:01:37.330,97.33,0.0,2.403
2019,WCh,"Szeged, HUN",C2 men 500 m,C2,H,500,2,Hajdu Jonatan,HUN,00:01:38.415,98.415,1.115,3.545
2019,WCh,"Szeged, HUN",C2 men 500 m,C2,H,500,2,FEKETE Adam,HUN,00:01:38.415,98.415,1.115,3.545
2019,WCh,"Szeged, HUN",C2 men 500 m,C2,H,500,3,SEGURA Antoni,ESP,00:01:38.970,98.97,1.685,4.129
2019,WCh,"Szeged, HUN",C2 men 500 m,C2,H,500,3,BENAVIDES Alfonso,ESP,00:01:38.970,98.97,1.685,4.129
2019,WCh,"Szeged, HUN",C2 men 500 m,C2,H,500,4,Petrov Pavel,RUS,00:01:39.040,99.04,1.757,4.202
2019,WCh,"Szeged, HUN",C2 men 500 m,C2,H,500,4,Pavlov Mikhail,RUS,00:01:39.040,99.04,1.757,4.202
2019,WCh,"Szeged, HUN",C2 men 500 m,C2,H,500,5,SCHEIBNER Conrad-robin,GER,00:01:39.435,99.435,2.163,4.618
2019,WCh,"Szeged, HUN",C2 men 500 m,C2,H,500,5,VANDREY Jan,GER,00:01:39.435,99.435,2.163,4.618
2019,WCh,"Szeged, HUN",C2 men 500 m,C2,H,500,6,CRACIUN NICOLAE,ITA,00:01:40.990,100.99,3.76,6.254
2019,WCh,"Szeged, HUN",C2 men 500 m,C2,H,500,6,Craciun Sergiu,ITA,00:01:40.990,100.99,3.76,6.254
2019,WCh,"Szeged, HUN",C2 men 500 m,C2,H,500,7,Dvorak Filip,CZE,00:01:41.880,101.88,4.675,7.19
2019,WCh,"Szeged, HUN",C2 men 500 m,C2,H,500,7,JANDA Tomas,CZE,00:01:41.880,101.88,4.675,7.19
2019,WCh,"Szeged, HUN",C2 men 500 m,C2,H,500,8,SLIWINSKI Arsen,POL,00:01:42.470,102.47,5.281,7.811
2019,WCh,"Szeged, HUN",C2 men 500 m,C2,H,500,8,LUBNIEWSKI Michal Marek,POL,00:01:42.470,102.47,5.281,7.811
2019,WCh,"Szeged, HUN",C2 men 500 m,C2,H,500,9,Guliev Artur,UZB,00:01:50.585,110.585,13.619,16.349
2019,WCh,"Szeged, HUN",C2 men 500 m,C2,H,500,9,Mamadaliev Elyorjon,UZB,00:01:50.585,110.585,13.619,16.349
2019,WCh,"Szeged, HUN",C2 women 500 m,C2,F,500,1,XU Shixiao,CHN,00:02:02.811,122.811,0.0,29.212
2019,WCh,"Szeged, HUN",C2 women 500 m,C2,F,500,1,Sun Mengya,CHN,00:02:02.811,122.811,0.0,29.212
2019,WCh,"Szeged, HUN",C2 women 500 m,C2,F,500,2,BALLA Virag,HUN,00:02:04.496,124.496,1.372,30.985
2019,WCh,"Szeged, HUN",C2 women 500 m,C2,F,500,2,Takacs Kincso,HUN,00:02:04.496,124.496,1.372,30.985
2019,WCh,"Szeged, HUN",C2 women 500 m,C2,F,500,3,MAKARCHANKA Nadzeya,BLR,00:02:07.746,127.746,4.018,34.404
2019,WCh,"Szeged, HUN",C2 women 500 m,C2,F,500,3,KLIMAVA Volha,BLR,00:02:07.746,127.746,4.018,34.404
2019,WCh,"Szeged, HUN",C2 women 500 m,C2,F,500,4,JAHN Lisa,GER,00:02:08.186,128.186,4.377,34.867
2019,WCh,"Szeged, HUN",C2 women 500 m,C2,F,500,4,PRELLER Ophelia,GER,00:02:08.186,128.186,4.377,34.867
2019,WCh,"Szeged, HUN",C2 women 500 m,C2,F,500,5,RAKHMATOVA Dilnoza,UZB,00:02:08.471,128.471,4.609,35.167
2019,WCh,"Szeged, HUN",C2 women 500 m,C2,F,500,5,Zokirova Nilufar,UZB,00:02:08.471,128.471,4.609,35.167
2019,WCh,"Szeged, HUN",C2 women 500 m,C2,F,500,6,Borges Samon Mayvihanet,CUB,00:02:08.636,128.636,4.743,35.341
2019,WCh,"Szeged, HUN",C2 women 500 m,C2,F,500,6,Nuevo Segura Katherin,CUB,00:02:08.636,128.636,4.743,35.341
2019,WCh,"Szeged, HUN",C2 women 500 m,C2,F,500,7,LUZAN Liudmyla,UKR,00:02:08.766,128.766,4.849,35.478
2019,WCh,"Szeged, HUN",C2 women 500 m,C2,F,500,7,CHETVERIKOVA Anastasiia,UKR,00:02:08.766,128.766,4.849,35.478
2019,WCh,"Szeged, HUN",C2 women 500 m,C2,F,500,8,ROCO Karen,CHI,00:02:09.826,129.826,5.712,36.593
2019,WCh,"Szeged, HUN",C2 women 500 m,C2,F,500,8,MAILLIARD Maria,CHI,00:02:09.826,129.826,5.712,36.593
2019,WCh,"Szeged, HUN",C2 women 500 m,C2,F,500,9,KUBOTA Manaka,JPN,00:02:12.716,132.716,8.065,39.633
2019,WCh,"Szeged, HUN",C2 women 500 m,C2,F,500,9,Kiriake Teruko,JPN,00:02:12.716,132.716,8.065,39.633
2019,WCh,"Szeged, HUN",C2 men 1.000 m,C2,H,1000,1,Liu Hao,CHN,00:03:40.550,220.55,0.0,2.073
2019,WCh,"Szeged, HUN",C2 men 1.000 m,C2,H,1000,1,Wang Hao,CHN,00:03:40.550,220.55,0.0,2.073
2019,WCh,"Szeged, HUN",C2 men 1.000 m,C2,H,1000,2,Torres Madrigal Serguey,CUB,00:03:41.465,221.465,0.415,2.496
2019,WCh,"Szeged, HUN",C2 men 1.000 m,C2,H,1000,2,JORGE ENRIQUEZ Fernando Dayan,CUB,00:03:41.465,221.465,0.415,2.496
2019,WCh,"Szeged, HUN",C2 men 1.000 m,C2,H,1000,3,de Souza Silva Erlon,BRA,00:03:44.340,224.34,1.718,3.827
2019,WCh,"Szeged, HUN",C2 men 1.000 m,C2,H,1000,3,QUEIROZ DOS SANTOS Isaquias,BRA,00:03:44.340,224.34,1.718,3.827
2019,WCh,"Szeged, HUN",C2 men 1.000 m,C2,H,1000,4,OELTZE Yul,GER,00:03:45.175,225.175,2.097,4.213
2019,WCh,"Szeged, HUN",C2 men 1.000 m,C2,H,1000,4,KRETSCHMER Peter,GER,00:03:45.175,225.175,2.097,4.213
2019,WCh,"Szeged, HUN",C2 men 1.000 m,C2,H,1000,5,CHIRILA Catalin,ROU,00:03:45.345,225.345,2.174,4.292
2019,WCh,"Szeged, HUN",C2 men 1.000 m,C2,H,1000,5,Mihalachi Victor,ROU,00:03:45.345,225.345,2.174,4.292
2019,WCh,"Szeged, HUN",C2 men 1.000 m,C2,H,1000,6,KAMINSKI Mateusz,POL,00:03:46.930,226.93,2.893,5.026
2019,WCh,"Szeged, HUN",C2 men 1.000 m,C2,H,1000,6,Kudla Michal,POL,00:03:46.930,226.93,2.893,5.026
2019,WCh,"Szeged, HUN",C2 men 1.000 m,C2,H,1000,7,Shamshurin Kirill,RUS,00:03:47.805,227.805,3.29,5.431
2019,WCh,"Szeged, HUN",C2 men 1.000 m,C2,H,1000,7,Pervukhin Ilya,RUS,00:03:47.805,227.805,3.29,5.431
2019,WCh,"Szeged, HUN",C2 men 1.000 m,C2,H,1000,8,Vandiuk Yurii,UKR,00:03:49.505,229.505,4.06,6.217
2019,WCh,"Szeged, HUN",C2 men 1.000 m,C2,H,1000,8,Shemetylo Eduard,UKR,00:03:49.505,229.505,4.06,6.217
2019,WCh,"Szeged, HUN",C2 men 1.000 m,C2,H,1000,9,Fuksa Petr,CZE,00:04:02.025,242.025,9.737,12.012
2019,WCh,"Szeged, HUN",C2 men 1.000 m,C2,H,1000,9,FUKSA Martin,CZE,00:04:02.025,242.025,9.737,12.012
2019,WCh,"Szeged, HUN",C4 men 500 m,C4,H,500,1,Petrov Pavel,RUS,00:01:34.691,94.691,0.0,-0.374
2019,WCh,"Szeged, HUN",C4 men 500 m,C4,H,500,1,Pavlov Mikhail,RUS,00:01:34.691,94.691,0.0,-0.374
2019,WCh,"Szeged, HUN",C4 men 500 m,C4,H,500,1,MELANTEV Viktor,RUS,00:01:34.691,94.691,0.0,-0.374
2019,WCh,"Szeged, HUN",C4 men 500 m,C4,H,500,1,Shtyl Ivan,RUS,00:01:34.691,94.691,0.0,-0.374
2019,WCh,"Szeged, HUN",C4 men 500 m,C4,H,500,2,ADAM Moritz,GER,00:01:35.836,95.836,1.209,0.831
2019,WCh,"Szeged, HUN",C4 men 500 m,C4,H,500,2,Hecker Tim,GER,00:01:35.836,95.836,1.209,0.831
2019,WCh,"Szeged, HUN",C4 men 500 m,C4,H,500,2,SCHEIBNER Conrad-robin,GER,00:01:35.836,95.836,1.209,0.831
2019,WCh,"Szeged, HUN",C4 men 500 m,C4,H,500,2,VANDREY Jan,GER,00:01:35.836,95.836,1.209,0.831
2019,WCh,"Szeged, HUN",C4 men 500 m,C4,H,500,3,Bahdanovich Andrei,BLR,00:01:37.141,97.141,2.587,2.204
2019,WCh,"Szeged, HUN",C4 men 500 m,C4,H,500,3,ASETSKI Vitali,BLR,00:01:37.141,97.141,2.587,2.204
2019,WCh,"Szeged, HUN",C4 men 500 m,C4,H,500,3,KRYSKO Maksim,BLR,00:01:37.141,97.141,2.587,2.204
2019,WCh,"Szeged, HUN",C4 men 500 m,C4,H,500,3,Tengel Evgeniy,BLR,00:01:37.141,97.141,2.587,2.204
2019,WCh,"Szeged, HUN",C4 men 500 m,C4,H,500,4,Vandiuk Yurii,UKR,00:01:37.686,97.686,3.163,2.778
2019,WCh,"Szeged, HUN",C4 men 500 m,C4,H,500,4,Trotsiuk Volodymyr,UKR,00:01:37.686,97.686,3.163,2.778
2019,WCh,"Szeged, HUN",C4 men 500 m,C4,H,500,4,BOROVYK Oleh,UKR,00:01:37.686,97.686,3.163,2.778
2019,WCh,"Szeged, HUN",C4 men 500 m,C4,H,500,4,Shemetylo Eduard,UKR,00:01:37.686,97.686,3.163,2.778
2019,WCh,"Szeged, HUN",C4 men 500 m,C4,H,500,5,KORISÃNSZKY DÃ¡vid,HUN,00:01:39.176,99.176,4.736,4.345
2019,WCh,"Szeged, HUN",C4 men 500 m,C4,H,500,5,BAKO Tamas,HUN,00:01:39.176,99.176,4.736,4.345
2019,WCh,"Szeged, HUN",C4 men 500 m,C4,H,500,5,Safran Matyas,HUN,00:01:39.176,99.176,4.736,4.345
2019,WCh,"Szeged, HUN",C4 men 500 m,C4,H,500,5,Mike Robert,HUN,00:01:39.176,99.176,4.736,4.345
2019,WCh,"Szeged, HUN",C4 men 500 m,C4,H,500,6,MOUTAHIR Mohssine,ESP,00:01:39.251,99.251,4.816,4.424
2019,WCh,"Szeged, HUN",C4 men 500 m,C4,H,500,6,Martinez Estevez Pablo,ESP,00:01:39.251,99.251,4.816,4.424
2019,WCh,"Szeged, HUN",C4 men 500 m,C4,H,500,6,Calvo Moya Ignacio,ESP,00:01:39.251,99.251,4.816,4.424
2019,WCh,"Szeged, HUN",C4 men 500 m,C4,H,500,6,Fernandes David,ESP,00:01:39.251,99.251,4.816,4.424
2019,WCh,"Szeged, HUN",C4 men 500 m,C4,H,500,7,CARP Leonid,ROU,00:01:41.631,101.631,7.329,6.928
2019,WCh,"Szeged, HUN",C4 men 500 m,C4,H,500,7,DIBA Constantin,ROU,00:01:41.631,101.631,7.329,6.928
2019,WCh,"Szeged, HUN",C4 men 500 m,C4,H,500,7,Stoian Gheorghe-Alexandru,ROU,00:01:41.631,101.631,7.329,6.928
2019,WCh,"Szeged, HUN",C4 men 500 m,C4,H,500,7,STRAT Stefan Andrei,ROU,00:01:41.631,101.631,7.329,6.928
2019,WCh,"Szeged, HUN",C4 men 500 m,C4,H,500,8,Hajek Krystof,CZE,00:01:42.431,102.431,8.174,7.77
2019,WCh,"Szeged, HUN",C4 men 500 m,C4,H,500,8,KORINEK Daniel,CZE,00:01:42.431,102.431,8.174,7.77
2019,WCh,"Szeged, HUN",C4 men 500 m,C4,H,500,8,Hrabal Antonin,CZE,00:01:42.431,102.431,8.174,7.77
2019,WCh,"Szeged, HUN",C4 men 500 m,C4,H,500,8,Prochazka Ivan,CZE,00:01:42.431,102.431,8.174,7.77
2019,WCh,"Szeged, HUN",C4 men 500 m,C4,H,500,9,Kitewski Aleksander,POL,00:01:50.201,110.201,16.38,15.945
2019,WCh,"Szeged, HUN",C4 men 500 m,C4,H,500,9,BARNIAK Tomasz,POL,00:01:50.201,110.201,16.38,15.945
2019,WCh,"Szeged, HUN",C4 men 500 m,C4,H,500,9,GLAZUNOW WIKTOR,POL,00:01:50.201,110.201,16.38,15.945
2019,WCh,"Szeged, HUN",C4 men 500 m,C4,H,500,9,Grzybowski Marcin,POL,00:01:50.201,110.201,16.38,15.945
2018,WCh,"Montemor, POR",K1 men 200 m,K1,H,200,1,GARROTE Carlos,ESP,00:35.259,35.259,0.0,0.0
2018,WCh,"Montemor, POR",K1 men 200 m,K1,H,200,2,SEJA Arturas,LTU,00:35.366,35.366,0.303,0.303
2018,WCh,"Montemor, POR",K1 men 200 m,K1,H,200,3,Lukantsov Evgenii,RUS,00:35.512,35.512,0.718,0.718
2018,WCh,"Montemor, POR",K1 men 200 m,K1,H,200,4,BIRKAS Balazs,HUN,00:35.576,35.576,0.899,0.899
2018,WCh,"Montemor, POR",K1 men 200 m,K1,H,200,5,RUMJANCEVS Aleksejs,LAT,00:35.706,35.706,1.268,1.268
2018,WCh,"Montemor, POR",K1 men 200 m,K1,H,200,6,DRAGOSAVLJEVIC Marko,SRB,00:35.806,35.806,1.551,1.551
2018,WCh,"Montemor, POR",K1 men 200 m,K1,H,200,7,KACZMAREK Pawel,POL,00:35.932,35.932,1.909,1.909
2018,WCh,"Montemor, POR",K1 men 200 m,K1,H,200,8,RIZZA Manfredi,ITA,00:36.116,36.116,2.431,2.431
2018,WCh,"Montemor, POR",K1 men 200 m,K1,H,200,9,KAVELASHVILI Badri,GEO,00:36.432,36.432,3.327,3.327
2018,WCh,"Montemor, POR",K1 women 200 m,K1,F,200,1,CARRINGTON Lisa,NZL,00:38.821,38.821,0.0,10.102
2018,WCh,"Montemor, POR",K1 women 200 m,K1,F,200,2,Joergensen Emma Aastrand,DEN,00:40.548,40.548,4.449,15.0
2018,WCh,"Montemor, POR",K1 women 200 m,K1,F,200,3,STENSILS Linnea,SWE,00:40.585,40.585,4.544,15.105
2018,WCh,"Montemor, POR",K1 women 200 m,K1,F,200,4,Walczykiewicz Marta,POL,00:40.685,40.685,4.802,15.389
2018,WCh,"Montemor, POR",K1 women 200 m,K1,F,200,5,Walker Jessica,GBR,00:40.728,40.728,4.912,15.511
2018,WCh,"Montemor, POR",K1 women 200 m,K1,F,200,6,MLADKOVA Ivana,SVK,00:40.745,40.745,4.956,15.559
2018,WCh,"Montemor, POR",K1 women 200 m,K1,F,200,7,GUYOT Sarah,FRA,00:40.795,40.795,5.085,15.701
2018,WCh,"Montemor, POR",K1 women 200 m,K1,F,200,8,Portela Teresa,ESP,00:40.978,40.978,5.556,16.22
2018,WCh,"Montemor, POR",K1 women 200 m,K1,F,200,9,OSTERMAN Anja,SLO,00:41.155,41.155,6.012,16.722
2018,WCh,"Montemor, POR",K1 men 500 m,K1,H,500,1,DOSTAL Josef,CZE,01:37.905,97.905,0.0,0.0
2018,WCh,"Montemor, POR",K1 men 500 m,K1,H,500,2,LIEBSCHER Tom,GER,01:38.912,98.912,1.029,1.029
2018,WCh,"Montemor, POR",K1 men 500 m,K1,H,500,3,Nadas Bence,HUN,01:39.516,99.516,1.645,1.645
2018,WCh,"Montemor, POR",K1 men 500 m,K1,H,500,4,Ribeiro Joao,POR,01:39.739,99.739,1.873,1.873
2018,WCh,"Montemor, POR",K1 men 500 m,K1,H,500,5,KUKHARYK Oleh,UKR,01:40.659,100.659,2.813,2.813
2018,WCh,"Montemor, POR",K1 men 500 m,K1,H,500,6,Anoshkin Roman,RUS,01:41.306,101.306,3.474,3.474
2018,WCh,"Montemor, POR",K1 men 500 m,K1,H,500,7,Hubert Etienne,FRA,01:41.592,101.592,3.766,3.766
2018,WCh,"Montemor, POR",K1 men 500 m,K1,H,500,8,GREEN Thomas,AUS,01:42.116,102.116,4.301,4.301
2018,WCh,"Montemor, POR",K1 men 500 m,K1,H,500,9,BORYKAU Mikita,BLR,01:44.376,104.376,6.609,6.609
2018,WCh,"Montemor, POR",K1 women 500 m,K1,F,500,1,Kozak Danuta,HUN,01:47.254,107.254,0.0,9.549
2018,WCh,"Montemor, POR",K1 women 500 m,K1,F,500,2,CARRINGTON Lisa,NZL,01:47.984,107.984,0.681,10.295
2018,WCh,"Montemor, POR",K1 women 500 m,K1,F,500,3,Khudzenka Volha,BLR,01:48.724,108.724,1.371,11.051
2018,WCh,"Montemor, POR",K1 women 500 m,K1,F,500,4,PULAWSKA Anna,POL,01:49.614,109.614,2.2,11.96
2018,WCh,"Montemor, POR",K1 women 500 m,K1,F,500,5,ANIUSHINA Elena,RUS,01:50.759,110.759,3.268,13.129
2018,WCh,"Montemor, POR",K1 women 500 m,K1,F,500,6,STENSILS Linnea,SWE,01:51.034,111.034,3.524,13.41
2018,WCh,"Montemor, POR",K1 women 500 m,K1,F,500,7,Burnett Alyce,AUS,01:51.919,111.919,4.349,14.314
2018,WCh,"Montemor, POR",K1 women 500 m,K1,F,500,8,STAROVIC Milica,SRB,01:52.199,112.199,4.611,14.6
2018,WCh,"Montemor, POR",K1 women 500 m,K1,F,500,9,MLADKOVA Ivana,SVK,01:52.244,112.244,4.653,14.646
2018,WCh,"Montemor, POR",K1 men 1.000 m,K1,H,1000,1,Pimenta Fernando,POR,03:27.666,207.666,0.0,0.0
2018,WCh,"Montemor, POR",K1 men 1.000 m,K1,H,1000,2,RENDSCHMIDT Max,GER,03:28.391,208.391,0.349,0.349
2018,WCh,"Montemor, POR",K1 men 1.000 m,K1,H,1000,3,DOSTAL Josef,CZE,03:29.177,209.177,0.728,0.728
2018,WCh,"Montemor, POR",K1 men 1.000 m,K1,H,1000,4,KOPASZ Balint,HUN,03:29.917,209.917,1.084,1.084
2018,WCh,"Montemor, POR",K1 men 1.000 m,K1,H,1000,5,RODRÃGUEZ Roi,ESP,03:31.677,211.677,1.931,1.931
2018,WCh,"Montemor, POR",K1 men 1.000 m,K1,H,1000,6,STABNO Bartosz,POL,03:32.007,212.007,2.09,2.09
2018,WCh,"Montemor, POR",K1 men 1.000 m,K1,H,1000,7,Anoshkin Roman,RUS,03:32.602,212.602,2.377,2.377
2018,WCh,"Montemor, POR",K1 men 1.000 m,K1,H,1000,8,Poulsen Rene Holten,DEN,03:32.667,212.667,2.408,2.408
2018,WCh,"Montemor, POR",K1 men 1.000 m,K1,H,1000,9,STEWART Murray,AUS,03:33.332,213.332,2.728,2.728
2018,WCh,"Montemor, POR",K1 women 1.000 m,K1,F,1000,1,BODONYI Dora,HUN,04:02.892,242.892,0.0,16.963
2018,WCh,"Montemor, POR",K1 women 1.000 m,K1,F,1000,2,BROUGHTON Lizzie,GBR,04:03.927,243.927,0.426,17.461
2018,WCh,"Montemor, POR",K1 women 1.000 m,K1,F,1000,3,HARTLEY Bridgitte,RSA,04:04.017,244.017,0.463,17.505
2018,WCh,"Montemor, POR",K1 women 1.000 m,K1,F,1000,4,KRANKEMANN Nina,GER,04:04.662,244.662,0.729,17.815
2018,WCh,"Montemor, POR",K1 women 1.000 m,K1,F,1000,5,Panchenko Anastasia,RUS,04:09.423,249.423,2.689,20.108
2018,WCh,"Montemor, POR",K1 women 1.000 m,K1,F,1000,6,HRYSHCHUN Inna,UKR,04:12.313,252.313,3.879,21.499
2018,WCh,"Montemor, POR",K1 women 1.000 m,K1,F,1000,7,Bull Alyssa,AUS,04:12.333,252.333,3.887,21.509
2018,WCh,"Montemor, POR",K1 women 1.000 m,K1,F,1000,8,Malinen Netta,FIN,04:16.348,256.348,5.54,23.442
2018,WCh,"Montemor, POR",K1 women 1.000 m,K1,F,1000,9,KOZISKOVA ANNA,CZE,04:17.438,257.438,5.989,23.967
2018,WCh,"Montemor, POR",K1 men 5.000 m,K1,H,5000,1,Pimenta Fernando,POR,21:42.196,1302.196,0.0,0.0
2018,WCh,"Montemor, POR",K1 men 5.000 m,K1,H,5000,2,Poulsen Rene Holten,DEN,21:43.723,1303.723,0.117,0.117
2018,WCh,"Montemor, POR",K1 men 5.000 m,K1,H,5000,3,Hernanz Agueria Javier,ESP,21:46.565,1306.565,0.336,0.336
2018,WCh,"Montemor, POR",K1 men 5.000 m,K1,H,5000,4,NOÃ BÃLINT,HUN,22:07.017,1327.017,1.906,1.906
2018,WCh,"Montemor, POR",K1 men 5.000 m,K1,H,5000,5,VERNICE Agustin,ARG,22:16.203,1336.203,2.612,2.612
2018,WCh,"Montemor, POR",K1 men 5.000 m,K1,H,5000,6,WYSS FABIO,SUI,22:18.170,1338.17,2.763,2.763
2018,WCh,"Montemor, POR",K1 men 5.000 m,K1,H,5000,7,PETERS Artuur,BEL,22:26.151,1346.151,3.375,3.375
2018,WCh,"Montemor, POR",K1 men 5.000 m,K1,H,5000,8,BURGO Samuele,ITA,22:26.929,1346.929,3.435,3.435
2018,WCh,"Montemor, POR",K1 men 5.000 m,K1,H,5000,9,ADAM Jakub,CZE,22:34.472,1354.472,4.014,4.014
2018,WCh,"Montemor, POR",K1 women 5.000 m,K1,F,5000,1,BROUGHTON Lizzie,GBR,24:01.737,1441.737,0.0,10.716
2018,WCh,"Montemor, POR",K1 women 5.000 m,K1,F,5000,2,LITVINCHUK Maryna,BLR,24:12.014,1452.014,0.713,11.505
2018,WCh,"Montemor, POR",K1 women 5.000 m,K1,F,5000,3,EGAN Jennifer,IRL,24:15.075,1455.075,0.925,11.74
2018,WCh,"Montemor, POR",K1 women 5.000 m,K1,F,5000,4,TAKACS Tamara,HUN,24:27.214,1467.214,1.767,12.672
2018,WCh,"Montemor, POR",K1 women 5.000 m,K1,F,5000,5,Joergensen Emma Aastrand,DEN,24:36.180,1476.18,2.389,13.361
2018,WCh,"Montemor, POR",K1 women 5.000 m,K1,F,5000,6,Bedec Kristina,SRB,24:37.829,1477.829,2.503,13.487
2018,WCh,"Montemor, POR",K1 women 5.000 m,K1,F,5000,7,HARTLEY Bridgitte,RSA,24:42.207,1482.207,2.807,13.824
2018,WCh,"Montemor, POR",K1 women 5.000 m,K1,F,5000,8,Barrios Eva,ESP,24:43.403,1483.403,2.89,13.915
2018,WCh,"Montemor, POR",K1 women 5.000 m,K1,F,5000,9,Bruessler Sarah,GER,25:02.221,1502.221,4.195,15.361
2018,WCh,"Montemor, POR",K2 men 200 m,K2,H,200,1,BALASKA Mark,HUN,00:31.873,31.873,0.0,-9.603
2018,WCh,"Montemor, POR",K2 men 200 m,K2,H,200,1,BIRKAS Balazs,HUN,00:31.873,31.873,0.0,-9.603
2018,WCh,"Montemor, POR",K2 men 200 m,K2,H,200,2,Craviotto Rivero Saul,ESP,00:32.133,32.133,0.816,-8.866
2018,WCh,"Montemor, POR",K2 men 200 m,K2,H,200,2,TORO Cristian,ESP,00:32.133,32.133,0.816,-8.866
2018,WCh,"Montemor, POR",K2 men 200 m,K2,H,200,3,Grujic Nebojsa,SRB,00:32.156,32.156,0.888,-8.801
2018,WCh,"Montemor, POR",K2 men 200 m,K2,H,200,3,NOVAKOVIC Marko,SRB,00:32.156,32.156,0.888,-8.801
2018,WCh,"Montemor, POR",K2 men 200 m,K2,H,200,4,Lyapunov Kirill,RUS,00:32.233,32.233,1.129,-8.582
2018,WCh,"Montemor, POR",K2 men 200 m,K2,H,200,4,Dyachenko Alexander,RUS,00:32.233,32.233,1.129,-8.582
2018,WCh,"Montemor, POR",K2 men 200 m,K2,H,200,5,MAZUR Piotr,POL,00:32.753,32.753,2.761,-7.107
2018,WCh,"Montemor, POR",K2 men 200 m,K2,H,200,5,KACZMAREK Pawel,POL,00:32.753,32.753,2.761,-7.107
2018,WCh,"Montemor, POR",K2 men 200 m,K2,H,200,6,RAMANAUSKAS Edvinas,LTU,00:32.790,32.79,2.877,-7.002
2018,WCh,"Montemor, POR",K2 men 200 m,K2,H,200,6,NAVAKAUSKAS Ignas,LTU,00:32.790,32.79,2.877,-7.002
2018,WCh,"Montemor, POR",K2 men 200 m,K2,H,200,7,SPOTTI Riccardo,ITA,00:32.823,32.823,2.981,-6.909
2018,WCh,"Montemor, POR",K2 men 200 m,K2,H,200,7,DI LIBERTO Andrea,ITA,00:32.823,32.823,2.981,-6.909
2018,WCh,"Montemor, POR",K2 men 200 m,K2,H,200,8,Svab Filip,CZE,00:33.136,33.136,3.963,-6.021
