year,competition,location,event_label,boat_class,gender,distance_m,rank,athlete,country,time_raw,time_seconds,pct_gap_winner,pct_gap_K1H_ref
2018,WCh,"Montemor, POR",K2 men 200 m,K2,H,200,8,BISICKY Ondrej,CZE,00:33.136,33.136,3.963,-6.021
2018,WCh,"Montemor, POR",K2 men 200 m,K2,H,200,9,LE MOEL Franck,FRA,00:33.213,33.213,4.204,-5.803
2018,WCh,"Montemor, POR",K2 men 200 m,K2,H,200,9,MOUGET Francis,FRA,00:33.213,33.213,4.204,-5.803
2018,WCh,"Montemor, POR",K2 women 200 m,K2,F,200,1,WEBER Franziska,GER,00:37.157,37.157,0.0,5.383
2018,WCh,"Montemor, POR",K2 women 200 m,K2,F,200,1,Dietze Tina,GER,00:37.157,37.157,0.0,5.383
2018,WCh,"Montemor, POR",K2 women 200 m,K2,F,200,2,IMRIE Kayla,NZL,00:37.197,37.197,0.108,5.496
2018,WCh,"Montemor, POR",K2 women 200 m,K2,F,200,2,FISHER Aimee,NZL,00:37.197,37.197,0.108,5.496
2018,WCh,"Montemor, POR",K2 women 200 m,K2,F,200,3,KICHASOVA-SKORYK Mariia,UKR,00:37.294,37.294,0.369,5.772
2018,WCh,"Montemor, POR",K2 women 200 m,K2,F,200,3,HORLOVA Anastasiya,UKR,00:37.294,37.294,0.369,5.772
2018,WCh,"Montemor, POR",K2 women 200 m,K2,F,200,4,HAGYMÃSI RÃKA,HUN,00:37.411,37.411,0.684,6.103
2018,WCh,"Montemor, POR",K2 women 200 m,K2,F,200,4,Szabo Agnes,HUN,00:37.411,37.411,0.684,6.103
2018,WCh,"Montemor, POR",K2 women 200 m,K2,F,200,5,MARKIEWICZ Karolina,POL,00:37.437,37.437,0.754,6.177
2018,WCh,"Montemor, POR",K2 women 200 m,K2,F,200,5,WISNIEWSKA Helena,POL,00:37.437,37.437,0.754,6.177
2018,WCh,"Montemor, POR",K2 women 200 m,K2,F,200,6,PODOLSKAIA Natalia,RUS,00:37.631,37.631,1.276,6.727
2018,WCh,"Montemor, POR",K2 women 200 m,K2,F,200,6,Sobetova Vera,RUS,00:37.631,37.631,1.276,6.727
2018,WCh,"Montemor, POR",K2 women 200 m,K2,F,200,7,MAKHNEVA Marharyta,BLR,00:37.794,37.794,1.714,7.19
2018,WCh,"Montemor, POR",K2 women 200 m,K2,F,200,7,LITVINCHUK Maryna,BLR,00:37.794,37.794,1.714,7.19
2018,WCh,"Montemor, POR",K2 women 200 m,K2,F,200,8,Roberts Jaime,AUS,00:37.844,37.844,1.849,7.331
2018,WCh,"Montemor, POR",K2 women 200 m,K2,F,200,8,BRIGDEN-JONES Jo,AUS,00:37.844,37.844,1.849,7.331
2018,WCh,"Montemor, POR",K2 women 200 m,K2,F,200,9,AMEGHINO Sabrina,ARG,00:39.328,39.328,5.843,11.54
2018,WCh,"Montemor, POR",K2 women 200 m,K2,F,200,9,ROJAS Brenda,ARG,00:39.328,39.328,5.843,11.54
2018,WCh,"Montemor, POR",K2 men 500 m,K2,H,500,1,KUZAKHMETOV Artem,RUS,01:30.666,90.666,0.0,-7.394
2018,WCh,"Montemor, POR",K2 men 500 m,K2,H,500,1,BLINTCOV Vladislav,RUS,01:30.666,90.666,0.0,-7.394
2018,WCh,"Montemor, POR",K2 men 500 m,K2,H,500,2,VEKIC Stefan,SRB,01:30.953,90.953,0.317,-7.101
2018,WCh,"Montemor, POR",K2 men 500 m,K2,H,500,2,TORUBAROV Vladimir,SRB,01:30.953,90.953,0.317,-7.101
2018,WCh,"Montemor, POR",K2 men 500 m,K2,H,500,3,Nekriosius Ricardas,LTU,01:31.449,91.449,0.864,-6.594
2018,WCh,"Montemor, POR",K2 men 500 m,K2,H,500,3,Olijnik Andrej,LTU,01:31.449,91.449,0.864,-6.594
2018,WCh,"Montemor, POR",K2 men 500 m,K2,H,500,4,Carre Cyrille,FRA,01:31.786,91.786,1.235,-6.25
2018,WCh,"Montemor, POR",K2 men 500 m,K2,H,500,4,MOUGET Francis,FRA,01:31.786,91.786,1.235,-6.25
2018,WCh,"Montemor, POR",K2 men 500 m,K2,H,500,5,Vlcek Erik,SVK,01:31.886,91.886,1.346,-6.148
2018,WCh,"Montemor, POR",K2 men 500 m,K2,H,500,5,Tarr Juraj,SVK,01:31.886,91.886,1.346,-6.148
2018,WCh,"Montemor, POR",K2 men 500 m,K2,H,500,6,Toth David,HUN,01:32.243,92.243,1.739,-5.783
2018,WCh,"Montemor, POR",K2 men 500 m,K2,H,500,6,Kulifai Tamas,HUN,01:32.243,92.243,1.739,-5.783
2018,WCh,"Montemor, POR",K2 men 500 m,K2,H,500,7,MARTI Albert,ESP,01:33.469,93.469,3.092,-4.531
2018,WCh,"Montemor, POR",K2 men 500 m,K2,H,500,7,ORIYES Juan,ESP,01:33.469,93.469,3.092,-4.531
2018,WCh,"Montemor, POR",K2 men 500 m,K2,H,500,8,FAZLOULA Saeid,GER,01:33.606,93.606,3.243,-4.391
2018,WCh,"Montemor, POR",K2 men 500 m,K2,H,500,8,Stroinski Kostja,GER,01:33.606,93.606,3.243,-4.391
2018,WCh,"Montemor, POR",K2 men 500 m,K2,H,500,9,CÃCERES Juan,ARG,01:38.626,98.626,8.779,0.736
2018,WCh,"Montemor, POR",K2 men 500 m,K2,H,500,9,DIETZ Abraham,ARG,01:38.626,98.626,8.779,0.736
2018,WCh,"Montemor, POR",K2 women 500 m,K2,F,500,1,Karasz Anna,HUN,01:43.065,103.065,0.0,5.27
2018,WCh,"Montemor, POR",K2 women 500 m,K2,F,500,1,Kozak Danuta,HUN,01:43.065,103.065,0.0,5.27
2018,WCh,"Montemor, POR",K2 women 500 m,K2,F,500,2,CARRINGTON Lisa,NZL,01:43.088,103.088,0.022,5.294
2018,WCh,"Montemor, POR",K2 women 500 m,K2,F,500,2,RYAN Caitlin,NZL,01:43.088,103.088,0.022,5.294
2018,WCh,"Montemor, POR",K2 women 500 m,K2,F,500,3,FRITZ Jasmin,GER,01:45.589,105.589,2.449,7.848
2018,WCh,"Montemor, POR",K2 women 500 m,K2,F,500,3,KRIEGERSTEIN Steffi,GER,01:45.589,105.589,2.449,7.848
2018,WCh,"Montemor, POR",K2 women 500 m,K2,F,500,4,HOSTENS MANON,FRA,01:45.682,105.682,2.539,7.943
2018,WCh,"Montemor, POR",K2 women 500 m,K2,F,500,4,GUYOT Sarah,FRA,01:45.682,105.682,2.539,7.943
2018,WCh,"Montemor, POR",K2 women 500 m,K2,F,500,5,ISKRZYCKA Justyna,POL,01:46.832,106.832,3.655,9.118
2018,WCh,"Montemor, POR",K2 women 500 m,K2,F,500,5,PASZEK Paulina,POL,01:46.832,106.832,3.655,9.118
2018,WCh,"Montemor, POR",K2 women 500 m,K2,F,500,6,POVKH Mariya,UKR,01:47.902,107.902,4.693,10.211
2018,WCh,"Montemor, POR",K2 women 500 m,K2,F,500,6,KUKLINOVSKA Liudmyla,UKR,01:47.902,107.902,4.693,10.211
2018,WCh,"Montemor, POR",K2 women 500 m,K2,F,500,7,Lehaci Ana Roxana,AUT,01:48.272,108.272,5.052,10.589
2018,WCh,"Montemor, POR",K2 women 500 m,K2,F,500,7,Schwarz Viktoria,AUT,01:48.272,108.272,5.052,10.589
2018,WCh,"Montemor, POR",K2 women 500 m,K2,F,500,8,Portela Teresa,POR,01:49.665,109.665,6.404,12.012
2018,WCh,"Montemor, POR",K2 women 500 m,K2,F,500,8,Vasconcelos Joana,POR,01:49.665,109.665,6.404,12.012
2018,WCh,"Montemor, POR",K2 women 500 m,K2,F,500,9,STAROVIC Milica,SRB,01:49.919,109.919,6.65,12.271
2018,WCh,"Montemor, POR",K2 women 500 m,K2,F,500,9,Bedec Kristina,SRB,01:49.919,109.919,6.65,12.271
2018,WCh,"Montemor, POR",K2 men 1.000 m,K2,H,1000,1,Hoff Max,GER,03:15.797,195.797,0.0,-5.715
2018,WCh,"Montemor, POR",K2 men 1.000 m,K2,H,1000,1,Gross Marcus,GER,03:15.797,195.797,0.0,-5.715
2018,WCh,"Montemor, POR",K2 men 1.000 m,K2,H,1000,2,CUBELOS Francisco,ESP,03:16.617,196.617,0.419,-5.321
2018,WCh,"Montemor, POR",K2 men 1.000 m,K2,H,1000,2,PENA Inigo,ESP,03:16.617,196.617,0.419,-5.321
2018,WCh,"Montemor, POR",K2 men 1.000 m,K2,H,1000,3,Tomicevic Marko,SRB,03:17.407,197.407,0.822,-4.94
2018,WCh,"Montemor, POR",K2 men 1.000 m,K2,H,1000,3,ZORIC Milenko,SRB,03:17.407,197.407,0.822,-4.94
2018,WCh,"Montemor, POR",K2 men 1.000 m,K2,H,1000,4,FITZSIMMONS Riley,AUS,03:17.432,197.432,0.835,-4.928
2018,WCh,"Montemor, POR",K2 men 1.000 m,K2,H,1000,4,WOOD Jordan,AUS,03:17.432,197.432,0.835,-4.928
2018,WCh,"Montemor, POR",K2 men 1.000 m,K2,H,1000,5,Poulsen Rene Holten,DEN,03:20.228,200.228,2.263,-3.582
2018,WCh,"Montemor, POR",K2 men 1.000 m,K2,H,1000,5,GRAVERSEN Morten,DEN,03:20.228,200.228,2.263,-3.582
2018,WCh,"Montemor, POR",K2 men 1.000 m,K2,H,1000,6,Gelle Peter,SVK,03:20.843,200.843,2.577,-3.286
2018,WCh,"Montemor, POR",K2 men 1.000 m,K2,H,1000,6,BOTEK Adam,SVK,03:20.843,200.843,2.577,-3.286
2018,WCh,"Montemor, POR",K2 men 1.000 m,K2,H,1000,7,Beaumont Maxime,FRA,03:21.113,201.113,2.715,-3.156
2018,WCh,"Montemor, POR",K2 men 1.000 m,K2,H,1000,7,Burger Guillaume,FRA,03:21.113,201.113,2.715,-3.156
2018,WCh,"Montemor, POR",K2 men 1.000 m,K2,H,1000,8,Miadzvedzeu Pavel,BLR,03:22.143,202.143,3.241,-2.66
2018,WCh,"Montemor, POR",K2 men 1.000 m,K2,H,1000,8,Yurenia Aleh,BLR,03:22.143,202.143,3.241,-2.66
2018,WCh,"Montemor, POR",K2 men 1.000 m,K2,H,1000,9,Nekriosius Ricardas,LTU,03:24.678,204.678,4.536,-1.439
2018,WCh,"Montemor, POR",K2 men 1.000 m,K2,H,1000,9,Olijnik Andrej,LTU,03:24.678,204.678,4.536,-1.439
2018,WCh,"Montemor, POR",K2 women 1.000 m,K2,F,1000,1,Csipes Tamara,HUN,03:39.811,219.811,0.0,5.848
2018,WCh,"Montemor, POR",K2 women 1.000 m,K2,F,1000,1,Medveczky Erika,HUN,03:39.811,219.811,0.0,5.848
2018,WCh,"Montemor, POR",K2 women 1.000 m,K2,F,1000,2,ISKRZYCKA Justyna,POL,03:43.758,223.758,1.796,7.749
2018,WCh,"Montemor, POR",K2 women 1.000 m,K2,F,1000,2,PASZEK Paulina,POL,03:43.758,223.758,1.796,7.749
2018,WCh,"Montemor, POR",K2 women 1.000 m,K2,F,1000,3,Bruessler Sarah,GER,03:45.091,225.091,2.402,8.391
2018,WCh,"Montemor, POR",K2 women 1.000 m,K2,F,1000,3,Gebhardt Melanie,GER,03:45.091,225.091,2.402,8.391
2018,WCh,"Montemor, POR",K2 women 1.000 m,K2,F,1000,4,STEPANOVA Kira,RUS,03:48.595,228.595,3.996,10.078
2018,WCh,"Montemor, POR",K2 women 1.000 m,K2,F,1000,4,CHERNIGOVSKAYA Svetlana,RUS,03:48.595,228.595,3.996,10.078
2018,WCh,"Montemor, POR",K2 women 1.000 m,K2,F,1000,5,CIUR Roxana,ROU,03:52.695,232.695,5.861,12.053
2018,WCh,"Montemor, POR",K2 women 1.000 m,K2,F,1000,5,Meroniac Elena,ROU,03:52.695,232.695,5.861,12.053
2018,WCh,"Montemor, POR",K2 women 1.000 m,K2,F,1000,6,KNUDSEN Pernille,DEN,03:53.035,233.035,6.016,12.216
2018,WCh,"Montemor, POR",K2 women 1.000 m,K2,F,1000,6,FUNCH Julie,DEN,03:53.035,233.035,6.016,12.216
2018,WCh,"Montemor, POR",K2 women 1.000 m,K2,F,1000,7,DAVISON Natalie,CAN,03:53.218,233.218,6.099,12.304
2018,WCh,"Montemor, POR",K2 women 1.000 m,K2,F,1000,7,BRAY-LOUGHEED Alanna,CAN,03:53.218,233.218,6.099,12.304
2018,WCh,"Montemor, POR",K2 women 1.000 m,K2,F,1000,8,PARDO Barbara,ESP,03:55.402,235.402,7.093,13.356
2018,WCh,"Montemor, POR",K2 women 1.000 m,K2,F,1000,8,FERNANDEZ Estefania,ESP,03:55.402,235.402,7.093,13.356
2018,WCh,"Montemor, POR",K2 women 1.000 m,K2,F,1000,9,SOTERO Sara,POR,04:02.432,242.432,10.291,16.741
2018,WCh,"Montemor, POR",K2 women 1.000 m,K2,F,1000,9,FERNANDES Rita,POR,04:02.432,242.432,10.291,16.741
2018,WCh,"Montemor, POR",K4 men 500 m,K4,H,500,1,RENDSCHMIDT Max,GER,01:20.056,80.056,0.0,-18.231
2018,WCh,"Montemor, POR",K4 men 500 m,K4,H,500,1,LIEBSCHER Tom,GER,01:20.056,80.056,0.0,-18.231
2018,WCh,"Montemor, POR",K4 men 500 m,K4,H,500,1,Rauhe Ronald,GER,01:20.056,80.056,0.0,-18.231
2018,WCh,"Montemor, POR",K4 men 500 m,K4,H,500,1,LEMKE Max,GER,01:20.056,80.056,0.0,-18.231
2018,WCh,"Montemor, POR",K4 men 500 m,K4,H,500,2,Craviotto Rivero Saul,ESP,01:20.423,80.423,0.458,-17.856
2018,WCh,"Montemor, POR",K4 men 500 m,K4,H,500,2,WALZ Marcus,ESP,01:20.423,80.423,0.458,-17.856
2018,WCh,"Montemor, POR",K4 men 500 m,K4,H,500,2,TORO Cristian,ESP,01:20.423,80.423,0.458,-17.856
2018,WCh,"Montemor, POR",K4 men 500 m,K4,H,500,2,GERMADE Rodrigo,ESP,01:20.423,80.423,0.458,-17.856
2018,WCh,"Montemor, POR",K4 men 500 m,K4,H,500,3,TÃ³tka SÃ¡ndor,HUN,01:21.480,81.48,1.779,-16.776
2018,WCh,"Montemor, POR",K4 men 500 m,K4,H,500,3,Molnar Peter,HUN,01:21.480,81.48,1.779,-16.776
2018,WCh,"Montemor, POR",K4 men 500 m,K4,H,500,3,DUDAS Miklos,HUN,01:21.480,81.48,1.779,-16.776
2018,WCh,"Montemor, POR",K4 men 500 m,K4,H,500,3,KULI IstvÃ¡n,HUN,01:21.480,81.48,1.779,-16.776
2018,WCh,"Montemor, POR",K4 men 500 m,K4,H,500,4,FITZSIMMONS Riley,AUS,01:21.780,81.78,2.153,-16.47
2018,WCh,"Montemor, POR",K4 men 500 m,K4,H,500,4,GREEN Thomas,AUS,01:21.780,81.78,2.153,-16.47
2018,WCh,"Montemor, POR",K4 men 500 m,K4,H,500,4,STEWART Murray,AUS,01:21.780,81.78,2.153,-16.47
2018,WCh,"Montemor, POR",K4 men 500 m,K4,H,500,4,WOOD Jordan,AUS,01:21.780,81.78,2.153,-16.47
2018,WCh,"Montemor, POR",K4 men 500 m,K4,H,500,5,POSTRIGAI Iurii,RUS,01:22.006,82.006,2.436,-16.239
2018,WCh,"Montemor, POR",K4 men 500 m,K4,H,500,5,GUSEV Oleg,RUS,01:22.006,82.006,2.436,-16.239
2018,WCh,"Montemor, POR",K4 men 500 m,K4,H,500,5,ERSHOV Vitaly,RUS,01:22.006,82.006,2.436,-16.239
2018,WCh,"Montemor, POR",K4 men 500 m,K4,H,500,5,Pogreban Vasily,RUS,01:22.006,82.006,2.436,-16.239
2018,WCh,"Montemor, POR",K4 men 500 m,K4,H,500,6,LE MOEL Franck,FRA,01:22.530,82.53,3.09,-15.704
2018,WCh,"Montemor, POR",K4 men 500 m,K4,H,500,6,Burger Guillaume,FRA,01:22.530,82.53,3.09,-15.704
2018,WCh,"Montemor, POR",K4 men 500 m,K4,H,500,6,Hubert Etienne,FRA,01:22.530,82.53,3.09,-15.704
2018,WCh,"Montemor, POR",K4 men 500 m,K4,H,500,6,DECORCHEMONT Guillaume,FRA,01:22.530,82.53,3.09,-15.704
2018,WCh,"Montemor, POR",K4 men 500 m,K4,H,500,7,BALAÅ½ Samuel,SVK,01:22.596,82.596,3.173,-15.637
2018,WCh,"Montemor, POR",K4 men 500 m,K4,H,500,7,ZALKA Csaba,SVK,01:22.596,82.596,3.173,-15.637
2018,WCh,"Montemor, POR",K4 men 500 m,K4,H,500,7,DORNER Milan,SVK,01:22.596,82.596,3.173,-15.637
2018,WCh,"Montemor, POR",K4 men 500 m,K4,H,500,7,LINKA Tibor,SVK,01:22.596,82.596,3.173,-15.637
2018,WCh,"Montemor, POR",K4 men 500 m,K4,H,500,8,ZAVREL Jakub,CZE,01:23.050,83.05,3.74,-15.173
2018,WCh,"Montemor, POR",K4 men 500 m,K4,H,500,8,DOSTAL Josef,CZE,01:23.050,83.05,3.74,-15.173
2018,WCh,"Montemor, POR",K4 men 500 m,K4,H,500,8,SLOUF Radek,CZE,01:23.050,83.05,3.74,-15.173
2018,WCh,"Montemor, POR",K4 men 500 m,K4,H,500,8,Sterba Jan,CZE,01:23.050,83.05,3.74,-15.173
2018,WCh,"Montemor, POR",K4 men 500 m,K4,H,500,9,Silva Emanuel,POR,01:23.990,83.99,4.914,-14.213
2018,WCh,"Montemor, POR",K4 men 500 m,K4,H,500,9,BAPTISTA Messias,POR,01:23.990,83.99,4.914,-14.213
2018,WCh,"Montemor, POR",K4 men 500 m,K4,H,500,9,Ribeiro Joao,POR,01:23.990,83.99,4.914,-14.213
2018,WCh,"Montemor, POR",K4 men 500 m,K4,H,500,9,VARELA David,POR,01:23.990,83.99,4.914,-14.213
2018,WCh,"Montemor, POR",K4 women 500 m,K4,F,500,1,Karasz Anna,HUN,01:33.761,93.761,0.0,-4.233
2018,WCh,"Montemor, POR",K4 women 500 m,K4,F,500,1,Medveczky Erika,HUN,01:33.761,93.761,0.0,-4.233
2018,WCh,"Montemor, POR",K4 women 500 m,K4,F,500,1,Kozak Danuta,HUN,01:33.761,93.761,0.0,-4.233
2018,WCh,"Montemor, POR",K4 women 500 m,K4,F,500,1,BODONYI Dora,HUN,01:33.761,93.761,0.0,-4.233
2018,WCh,"Montemor, POR",K4 women 500 m,K4,F,500,2,CARRINGTON Lisa,NZL,01:33.771,93.771,0.011,-4.222
2018,WCh,"Montemor, POR",K4 women 500 m,K4,F,500,2,FISHER Aimee,NZL,01:33.771,93.771,0.011,-4.222
2018,WCh,"Montemor, POR",K4 women 500 m,K4,F,500,2,IMRIE Kayla,NZL,01:33.771,93.771,0.011,-4.222
2018,WCh,"Montemor, POR",K4 women 500 m,K4,F,500,2,RYAN Caitlin,NZL,01:33.771,93.771,0.011,-4.222
2018,WCh,"Montemor, POR",K4 women 500 m,K4,F,500,3,Naja Karolina,POL,01:34.568,94.568,0.861,-3.408
2018,WCh,"Montemor, POR",K4 women 500 m,K4,F,500,3,WISNIEWSKA Helena,POL,01:34.568,94.568,0.861,-3.408
2018,WCh,"Montemor, POR",K4 women 500 m,K4,F,500,3,PULAWSKA Anna,POL,01:34.568,94.568,0.861,-3.408
2018,WCh,"Montemor, POR",K4 women 500 m,K4,F,500,3,KOLODZIEJCZYK Katarzyna,POL,01:34.568,94.568,0.861,-3.408
2018,WCh,"Montemor, POR",K4 women 500 m,K4,F,500,4,SVITA Alina,BLR,01:34.885,94.885,1.199,-3.085
2018,WCh,"Montemor, POR",K4 women 500 m,K4,F,500,4,Liapeshka Nadzeya,BLR,01:34.885,94.885,1.199,-3.085
2018,WCh,"Montemor, POR",K4 women 500 m,K4,F,500,4,LITVINCHUK Maryna,BLR,01:34.885,94.885,1.199,-3.085
2018,WCh,"Montemor, POR",K4 women 500 m,K4,F,500,4,Khudzenka Volha,BLR,01:34.885,94.885,1.199,-3.085
2018,WCh,"Montemor, POR",K4 women 500 m,K4,F,500,5,WEBER Franziska,GER,01:36.298,96.298,2.706,-1.641
2018,WCh,"Montemor, POR",K4 women 500 m,K4,F,500,5,KRIEGERSTEIN Steffi,GER,01:36.298,96.298,2.706,-1.641
2018,WCh,"Montemor, POR",K4 women 500 m,K4,F,500,5,Dietze Tina,GER,01:36.298,96.298,2.706,-1.641
2018,WCh,"Montemor, POR",K4 women 500 m,K4,F,500,5,Wassmuth Conny,GER,01:36.298,96.298,2.706,-1.641
2018,WCh,"Montemor, POR",K4 women 500 m,K4,F,500,6,POVKH Mariya,UKR,01:36.515,96.515,2.937,-1.42
2018,WCh,"Montemor, POR",K4 women 500 m,K4,F,500,6,TODOROVA Anastasiia,UKR,01:36.515,96.515,2.937,-1.42
2018,WCh,"Montemor, POR",K4 women 500 m,K4,F,500,6,KICHASOVA-SKORYK Mariia,UKR,01:36.515,96.515,2.937,-1.42
2018,WCh,"Montemor, POR",K4 women 500 m,K4,F,500,6,HRYSHCHUN Inna,UKR,01:36.515,96.515,2.937,-1.42
2018,WCh,"Montemor, POR",K4 women 500 m,K4,F,500,7,Bull Alyssa,AUS,01:37.385,97.385,3.865,-0.531
2018,WCh,"Montemor, POR",K4 women 500 m,K4,F,500,7,Roberts Jaime,AUS,01:37.385,97.385,3.865,-0.531
2018,WCh,"Montemor, POR",K4 women 500 m,K4,F,500,7,Burnett Alyce,AUS,01:37.385,97.385,3.865,-0.531
2018,WCh,"Montemor, POR",K4 women 500 m,K4,F,500,7,BRIGDEN-JONES Jo,AUS,01:37.385,97.385,3.865,-0.531
2018,WCh,"Montemor, POR",K4 women 500 m,K4,F,500,8,KNUDSEN Pernille,DEN,01:39.245,99.245,5.849,1.369
2018,WCh,"Montemor, POR",K4 women 500 m,K4,F,500,8,LANGELUND Line,DEN,01:39.245,99.245,5.849,1.369
2018,WCh,"Montemor, POR",K4 women 500 m,K4,F,500,8,FUNCH Julie,DEN,01:39.245,99.245,5.849,1.369
2018,WCh,"Montemor, POR",K4 women 500 m,K4,F,500,8,Iversen Bolette Nyvang,DEN,01:39.245,99.245,5.849,1.369
2018,WCh,"Montemor, POR",K4 women 500 m,K4,F,500,9,Stott Courtney,CAN,01:39.645,99.645,6.276,1.777
2018,WCh,"Montemor, POR",K4 women 500 m,K4,F,500,9,RUSSEL Michelle,CAN,01:39.645,99.645,6.276,1.777
2018,WCh,"Montemor, POR",K4 women 500 m,K4,F,500,9,BISSONNETTE Lisa,CAN,01:39.645,99.645,6.276,1.777
2018,WCh,"Montemor, POR",K4 women 500 m,K4,F,500,9,SCHMIDT Madeline,CAN,01:39.645,99.645,6.276,1.777
2018,WCh,"Montemor, POR",K4 men 1.000 m,K4,H,1000,1,GECSO Tamas,GER,02:57.947,177.947,0.0,-14.311
2018,WCh,"Montemor, POR",K4 men 1.000 m,K4,H,1000,1,THORDSEN Jakob,GER,02:57.947,177.947,0.0,-14.311
2018,WCh,"Montemor, POR",K4 men 1.000 m,K4,H,1000,1,SCHOPF Jacob,GER,02:57.947,177.947,0.0,-14.311
2018,WCh,"Montemor, POR",K4 men 1.000 m,K4,H,1000,1,REUSCHENBACH Lukas,GER,02:57.947,177.947,0.0,-14.311
2018,WCh,"Montemor, POR",K4 men 1.000 m,K4,H,1000,2,BALAÅ½ Samuel,SVK,02:58.914,178.914,0.543,-13.845
2018,WCh,"Montemor, POR",K4 men 1.000 m,K4,H,1000,2,Tarr Juraj,SVK,02:58.914,178.914,0.543,-13.845
2018,WCh,"Montemor, POR",K4 men 1.000 m,K4,H,1000,2,Vlcek Erik,SVK,02:58.914,178.914,0.543,-13.845
2018,WCh,"Montemor, POR",K4 men 1.000 m,K4,H,1000,2,JAKUBÃK GÃ¡bor,SVK,02:58.914,178.914,0.543,-13.845
2018,WCh,"Montemor, POR",K4 men 1.000 m,K4,H,1000,3,CUBELOS Francisco,ESP,02:59.341,179.341,0.783,-13.64
2018,WCh,"Montemor, POR",K4 men 1.000 m,K4,H,1000,3,MILLAN Ruben,ESP,02:59.341,179.341,0.783,-13.64
2018,WCh,"Montemor, POR",K4 men 1.000 m,K4,H,1000,3,ROZA Pelayo,ESP,02:59.341,179.341,0.783,-13.64
2018,WCh,"Montemor, POR",K4 men 1.000 m,K4,H,1000,3,PENA Inigo,ESP,02:59.341,179.341,0.783,-13.64
2018,WCh,"Montemor, POR",K4 men 1.000 m,K4,H,1000,4,LITOVKA Vladislav,RUS,02:59.981,179.981,1.143,-13.332
2018,WCh,"Montemor, POR",K4 men 1.000 m,K4,H,1000,4,SINIAVIN Oleg,RUS,02:59.981,179.981,1.143,-13.332
2018,WCh,"Montemor, POR",K4 men 1.000 m,K4,H,1000,4,SPESIVTSEV Maxim,RUS,02:59.981,179.981,1.143,-13.332
2018,WCh,"Montemor, POR",K4 men 1.000 m,K4,H,1000,4,ZHESTKOV Oleg,RUS,02:59.981,179.981,1.143,-13.332
2018,WCh,"Montemor, POR",K4 men 1.000 m,K4,H,1000,5,Miadzvedzeu Pavel,BLR,03:01.801,181.801,2.166,-12.455
2018,WCh,"Montemor, POR",K4 men 1.000 m,K4,H,1000,5,BORYKAU Mikita,BLR,03:01.801,181.801,2.166,-12.455
2018,WCh,"Montemor, POR",K4 men 1.000 m,K4,H,1000,5,Yurenia Aleh,BLR,03:01.801,181.801,2.166,-12.455
2018,WCh,"Montemor, POR",K4 men 1.000 m,K4,H,1000,5,BAICHEUSKI Ihar,BLR,03:01.801,181.801,2.166,-12.455
2018,WCh,"Montemor, POR",K4 men 1.000 m,K4,H,1000,6,Toth David,HUN,03:02.821,182.821,2.739,-11.964
2018,WCh,"Montemor, POR",K4 men 1.000 m,K4,H,1000,6,BOGÃR GÃ¡bor,HUN,03:02.821,182.821,2.739,-11.964
2018,WCh,"Montemor, POR",K4 men 1.000 m,K4,H,1000,6,ILYES Robert,HUN,03:02.821,182.821,2.739,-11.964
2018,WCh,"Montemor, POR",K4 men 1.000 m,K4,H,1000,6,CEINER Benjamin,HUN,03:02.821,182.821,2.739,-11.964
2018,WCh,"Montemor, POR",K4 men 1.000 m,K4,H,1000,7,BUCHVAROV Viliyan,BUL,03:04.468,184.468,3.665,-11.171
2018,WCh,"Montemor, POR",K4 men 1.000 m,K4,H,1000,7,REKOV Hristo,BUL,03:04.468,184.468,3.665,-11.171
2018,WCh,"Montemor, POR",K4 men 1.000 m,K4,H,1000,7,KOLEVSKI Todor,BUL,03:04.468,184.468,3.665,-11.171
2018,WCh,"Montemor, POR",K4 men 1.000 m,K4,H,1000,7,VULCHOV Veselin,BUL,03:04.468,184.468,3.665,-11.171
2018,WCh,"Montemor, POR",K4 men 1.000 m,K4,H,1000,8,FERREIRA Luis,POR,03:11.665,191.665,7.709,-7.705
2018,WCh,"Montemor, POR",K4 men 1.000 m,K4,H,1000,8,PEREIRA JoÃ£o,POR,03:11.665,191.665,7.709,-7.705
2018,WCh,"Montemor, POR",K4 men 1.000 m,K4,H,1000,8,PINHO Igor,POR,03:11.665,191.665,7.709,-7.705
2018,WCh,"Montemor, POR",K4 men 1.000 m,K4,H,1000,8,BOAS Ruben,POR,03:11.665,191.665,7.709,-7.705
2018,WCh,"Montemor, POR",C1 men 200 m,C1,H,200,1,Kozyr Artsem,BLR,00:39.810,39.81,0.0,12.907
2018,WCh,"Montemor, POR",C1 men 200 m,C1,H,200,2,Shtyl Ivan,RUS,00:39.970,39.97,0.402,13.361
2018,WCh,"Montemor, POR",C1 men 200 m,C1,H,200,3,ZUSTAUTAS Henrikas,LTU,00:40.043,40.043,0.585,13.568
2018,WCh,"Montemor, POR",C1 men 200 m,C1,H,200,4,NADIRADZE Zaza,GEO,00:40.226,40.226,1.045,14.087
2018,WCh,"Montemor, POR",C1 men 200 m,C1,H,200,5,Kiraj Stefan,GER,00:40.410,40.41,1.507,14.609
2018,WCh,"Montemor, POR",C1 men 200 m,C1,H,200,6,Silva Helder,POR,00:40.503,40.503,1.741,14.873
2018,WCh,"Montemor, POR",C1 men 200 m,C1,H,200,7,PEDRERO Alberto,ESP,00:40.826,40.826,2.552,15.789
